id,ticket_num,issued,year,address,unit_num,unit_desc,violation_code,code_description,license,license_st,license_type,city,state,location,coors,fixed_location,xcord,ycord
4215,66000644,5/29/15 11:23,2015,4129 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E581580,IL,PAS,Chicago,IL,"4129 W MADISON Chicago, IL","[41.8806385249, -87.7288837731]",,41.88063852,-87.72888377
4216,66000645,5/29/15 11:26,2015,4129 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E675121,IL,PAS,Chicago,IL,"4129 W MADISON Chicago, IL","[41.8806385249, -87.7288837731]",,41.88063852,-87.72888377
4217,66000646,5/29/15 11:27,2015,4131 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S930321,IL,PAS,Chicago,IL,"4131 W MADISON Chicago, IL","[41.8806385249, -87.7289266884]",,41.88063852,-87.72892669
4218,66000647,5/29/15 11:34,2015,4020 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E559676,IL,PAS,Chicago,IL,"4020 W MADISON Chicago, IL","[41.8807645887, -87.7262599021]",,41.88076459,-87.7262599
4219,66002435,5/30/15 12:45,2015,4123 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E127884,IL,PAS,Chicago,IL,"4123 W MADISON Chicago, IL","[41.880355835, -87.7291107178]",,41.88035584,-87.72911072
4220,66019747,5/30/15 0:46,2015,3510 N CLARK,19,CPD,940060,PARK/STAND ON BICYCLE PATH,E704687,IL,PAS,Chicago,IL,"3510 N CLARK Chicago, IL","[41.9458503723, -87.6558380127]",,41.94585037,-87.65583801
4221,65787617,5/27/15 18:00,2015,1600 N LAKE SHORE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,SMP9,IL,PAS,Chicago,IL,"1600 N LAKE SHORE Chicago, IL","[41.9106350094, -87.626273185]",,41.91063501,-87.62627319
4222,65787618,5/27/15 18:12,2015,1600 N LAKESHORE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,5713479,IL,PAS,Chicago,IL,"1600 N LAKESHORE Chicago, IL","[41.910873, -87.669219]",,41.910873,-87.669219
4223,65787619,5/27/15 18:15,2015,1600 N LAKE SHORE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,P868458,IL,PAS,Chicago,IL,"1600 N LAKE SHORE Chicago, IL","[41.9106350094, -87.626273185]",,41.91063501,-87.62627319
4224,65648195,5/30/15 18:09,2015,4420 S DREXEL,2,CPD,940060,PARK/STAND ON BICYCLE PATH,948R507,IL,PAS,Chicago,IL,"4420 S DREXEL Chicago, IL","[41.8145743757, -87.6045204699]",,41.81457438,-87.60452047
4225,66009270,5/28/15 15:21,2015,5169 W LAKE STREET,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L750076,IL,PAS,Chicago,IL,"5169 W LAKE STREET Chicago, IL","[41.8870570511, -87.7547476441]",,41.88705705,-87.75474764
4226,65372667,5/31/15 12:58,2015,2114 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,P449827,IL,PAS,Chicago,IL,"2114 S STATE Chicago, IL","[41.8539746851, -87.6271770895]",,41.85397469,-87.62717709
4227,65372668,5/31/15 13:00,2015,2116 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S105341,IL,PAS,Chicago,IL,"2116 S STATE Chicago, IL","[41.8539565802, -87.6271770895]",,41.85395658,-87.62717709
4228,65372669,5/31/15 13:05,2015,2118 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,X770603,IL,PAS,Chicago,IL,"2118 S STATE Chicago, IL","[41.8539384753, -87.6271770895]",,41.85393848,-87.62717709
4229,65372670,5/31/15 13:08,2015,2121 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,NANDYYE,IL,PAS,Chicago,IL,"2121 S STATE Chicago, IL","[41.8532676697, -87.6264419556]",,41.85326767,-87.62644196
4230,65460421,6/3/15 7:00,2015,8551 S VINCENNES,6,CPD,940060,PARK/STAND ON BICYCLE PATH,K799359,IL,PAS,Chicago,IL,"8551 S VINCENNES Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4231,65460422,6/3/15 7:15,2015,8551 S VINCENNES,6,CPD,940060,PARK/STAND ON BICYCLE PATH,V751082,IL,PAS,Chicago,IL,"8551 S VINCENNES Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4232,65460423,6/3/15 7:20,2015,8551 S VINCENNES,6,CPD,940060,PARK/STAND ON BICYCLE PATH,977R755,IL,TMP,Chicago,IL,"8551 S VINCENNES Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4233,65654041,6/4/15 10:58,2015,32 W 31ST,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E718895,IL,PAS,Chicago,IL,"32 W 31ST Chicago, IL","[41.8383219838, -87.6281869411]",,41.83832198,-87.62818694
4234,65656696,6/4/15 17:42,2015,4715 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,E158546,IL,PAS,Chicago,IL,"4715 S DREXEL BLVD Chicago, IL","[41.8091011047, -87.6035308838]",,41.8091011,-87.60353088
4235,65789422,6/2/15 8:22,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,V444924,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
4236,65895086,6/3/15 7:35,2015,8551 S VINCENNES,6,CPD,940060,PARK/STAND ON BICYCLE PATH,237890,IL,PAS,Chicago,IL,"8551 S VINCENNES Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4237,65895087,6/3/15 7:40,2015,8551 S VINCENNES,6,CPD,940060,PARK/STAND ON BICYCLE PATH,V895509,IL,PAS,Chicago,IL,"8551 S VINCENNES Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4238,65895088,6/3/15 7:45,2015,8551 S VINCENNES,6,CPD,940060,PARK/STAND ON BICYCLE PATH,V600899,IL,PAS,Chicago,IL,"8551 S VINCENNES Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4239,65895089,6/3/15 7:50,2015,8551 S VINCENENS,6,CPD,940060,PARK/STAND ON BICYCLE PATH,S860837,IL,PAS,Chicago,IL,"8551 S VINCENENS Chicago, IL","[41.7385902405, -87.6406478882]",,41.73859024,-87.64064789
4240,65966740,5/31/15 21:23,2015,3127 W DOUGLAS BLVD,10,CPD,940060,PARK/STAND ON BICYCLE PATH,E352036,IL,PAS,Chicago,IL,"3127 W DOUGLAS BLVD Chicago, IL","[41.8624900281, -87.7040760219]",,41.86249003,-87.70407602
4241,65372666,5/31/15 12:55,2015,2112 S STATE,11,CPD,940060,PARK/STAND ON BICYCLE PATH,5601986,IL,PAS,Chicago,IL,"2112 S STATE Chicago, IL","[41.8539934605, -87.62717776]",,41.85399346,-87.62717776
4242,65784347,6/6/15 10:20,2015,1212 N WELLS,18,CPD,940060,PARK/STAND ON BICYCLE PATH,63923HB,IL,TRK,Chicago,IL,"1212 N WELLS Chicago, IL","[41.9043273926, -87.6351623535]",,41.90432739,-87.63516235
4243,65789429,6/5/15 15:35,2015,1460 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,P725867,IL,PAS,Chicago,IL,"1460 N HALSTED Chicago, IL","[41.9078629464, -87.6482445002]",,41.90786295,-87.6482445
4244,66002445,6/3/15 13:21,2015,4036 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,K665314,IL,PAS,Chicago,IL,"4036 W MADISON Chicago, IL","[41.8811149597, -87.7271347046]",,41.88111496,-87.7271347
4245,66002446,6/3/15 13:22,2015,4036 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V751420,IL,PAS,Chicago,IL,"4036 W MADISON Chicago, IL","[41.8811149597, -87.7271347046]",,41.88111496,-87.7271347
4246,65928074,6/3/15 22:27,2015,2025 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,V273098,IL,PAS,Chicago,IL,"2025 S STATE STR Chicago, IL","[41.85466, -87.629692]",,41.85466,-87.629692
4247,65928075,6/3/15 22:30,2015,2025 S STATE STR,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,S802575,IL,PAS,Chicago,IL,"2025 S STATE STR Chicago, IL","[41.85466, -87.629692]",,41.85466,-87.629692
4248,66001927,6/6/15 9:35,2015,4136 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S240490,IL,PAS,Chicago,IL,"4136 W MADISON Chicago, IL","[41.8807270378, -87.7290567756]",,41.88072704,-87.72905678
4249,66001928,6/6/15 9:35,2015,4130 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,K662520,IL,PAS,Chicago,IL,"4130 W MADISON Chicago, IL","[41.8810882568, -87.7293548584]",,41.88108826,-87.72935486
4250,66011164,6/6/15 18:30,2015,5146 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E365097,IL,PAS,Chicago,IL,"5146 W MADISON ST Chicago, IL","[41.8804380298, -87.7540677041]",,41.88043803,-87.7540677
4251,66094874,6/7/15 17:00,2015,1018 S CANAL ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V433913,IL,PAS,Chicago,IL,"1018 S CANAL ST Chicago, IL","[41.8695107102, -87.6393456012]",,41.86951071,-87.6393456
4252,66011168,6/7/15 19:05,2015,5331 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E653251,IL,PAS,Chicago,IL,"5331 W MADISON ST Chicago, IL","[41.8802831322, -87.7590217441]",,41.88028313,-87.75902174
4253,66011893,6/8/15 14:21,2015,5123 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E661414,IL,PAS,Chicago,IL,"5123 W MADISON Chicago, IL","[41.8803521991, -87.7537230402]",,41.8803522,-87.75372304
4254,66011895,6/8/15 14:27,2015,5408 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V464787,IL,PAS,Chicago,IL,"5408 W MADISON Chicago, IL","[41.8803649396, -87.7605398744]",,41.88036494,-87.76053987
4255,66011897,6/8/15 17:27,2015,5404 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V396936,IL,PAS,Chicago,IL,"5404 W MADISON Chicago, IL","[41.8803649396, -87.7604071051]",,41.88036494,-87.76040711
4256,66011902,6/8/15 17:45,2015,5425 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E325171,IL,PAS,Chicago,IL,"5425 W MADISON Chicago, IL","[41.8802750856, -87.7611882985]",,41.88027509,-87.7611883
4257,65438261,6/5/15 18:25,2015,2906 W LAKE ST,12,CPD,940060,PARK/STAND ON BICYCLE PATH,130S585,IL,TMP,Chicago,IL,"2906 W LAKE ST Chicago, IL","[41.8842756003, -87.6991990954]",,41.8842756,-87.6991991
4258,65789439,6/8/15 8:07,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,9990LY,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
4259,65789440,6/8/15 8:10,2015,1450 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,V752362,IL,PAS,Chicago,IL,"1450 N HALSTED Chicago, IL","[41.9077234715, -87.6482431591]",,41.90772347,-87.64824316
4260,65789441,6/8/15 8:10,2015,1440 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,4721878,IL,PAS,Chicago,IL,"1440 N HALSTED Chicago, IL","[41.9075846672, -87.648241818]",,41.90758467,-87.64824182
4261,66011938,6/2/15 17:49,2015,5442 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V446638,IL,PAS,Chicago,IL,"5442 W MADISON Chicago, IL","[41.8803649396, -87.7616603673]",,41.88036494,-87.76166037
4262,66011176,6/11/15 19:30,2015,5331 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,N336894,IL,PAS,Chicago,IL,"5331 W MADISON ST Chicago, IL","[41.8802831322, -87.7590217441]",,41.88028313,-87.75902174
4263,66015217,6/10/15 15:12,2015,4900 W LAKE STREET,15,CPD,940060,PARK/STAND ON BICYCLE PATH,H338417,IL,PAS,Chicago,IL,"4900 W LAKE STREET Chicago, IL","[41.8867452443, -87.7480890602]",,41.88674524,-87.74808906
4264,66015218,6/10/15 15:19,2015,4925 W LAKE ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S944260,IL,PAS,Chicago,IL,"4925 W LAKE ST Chicago, IL","[41.886505, -87.749061]",,41.886505,-87.749061
4265,66015304,6/11/15 17:56,2015,5353 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E686559,IL,PAS,Chicago,IL,"5353 W MADISON Chicago, IL","[41.8802784383, -87.7596694976]",,41.88027844,-87.7596695
4266,66003642,6/10/15 13:23,2015,4019 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E808753,IL,PAS,Chicago,IL,"4019 W MADISON Chicago, IL","[41.8803863525, -87.7264709473]",,41.88038635,-87.72647095
4267,65789423,6/2/15 8:26,2015,1444 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2217145,IL,PAS,Chicago,IL,"1444 N HALSTED Chicago, IL","[41.907640323, -87.6482424885]",,41.90764032,-87.64824249
4268,65789444,6/11/15 8:03,2015,1450 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,V445732,IL,PAS,Chicago,IL,"1450 N HALSTED Chicago, IL","[41.9077234715, -87.6482431591]",,41.90772347,-87.64824316
4269,65649058,6/13/15 18:52,2015,762 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,V927284,IL,PAS,Chicago,IL,"762 E OAKWOOD Chicago, IL","[41.8227785826, -87.6077874005]",,41.82277858,-87.6077874
4270,66010734,6/15/15 0:13,2015,5049 W WASHINGTON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,862R393,IL,TMP,Chicago,IL,"5049 W WASHINGTON Chicago, IL","[41.8817053735, -87.7514277399]",,41.88170537,-87.75142774
4271,66012282,6/14/15 17:48,2015,5142 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R195848,IL,PAS,Chicago,IL,"5142 W MADISON Chicago, IL","[41.8804387003, -87.7540053427]",,41.8804387,-87.75400534
4272,66012431,6/13/15 14:33,2015,5359 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,710R431,IL,TMP,Chicago,IL,"5359 W MADISON Chicago, IL","[41.8799705505, -87.7598876953]",,41.87997055,-87.7598877
4273,66094883,6/14/15 18:50,2015,1923 S STATE ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,HOTEPB,IL,PAS,Chicago,IL,"1923 S STATE ST Chicago, IL","[41.856021, -87.626762]",,41.856021,-87.626762
4274,65789450,6/12/15 8:18,2015,1450 N HALSTED,18,CPD,940060,PARK/STAND ON BICYCLE PATH,X976758,IL,PAS,Chicago,IL,"1450 N HALSTED Chicago, IL","[41.9077234715, -87.6482431591]",,41.90772347,-87.64824316
4275,66003652,6/15/15 12:05,2015,4021 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V216536,IL,PAS,Chicago,IL,"4021 W MADISON Chicago, IL","[41.8803825378, -87.7266082764]",,41.88038254,-87.72660828
4276,66014964,6/14/15 13:43,2015,5136 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V140970,IL,PAS,Chicago,IL,"5136 W MADISON Chicago, IL","[41.8807830811, -87.75415802]",,41.88078308,-87.75415802
4277,66014965,6/14/15 13:43,2015,5138 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S676496,IL,PAS,Chicago,IL,"5138 W MADISON Chicago, IL","[41.8807792664, -87.7542495728]",,41.88077927,-87.75424957
4278,66014967,6/14/15 13:45,2015,5400 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V509785,IL,PAS,Chicago,IL,"5400 W MADISON Chicago, IL","[41.8806610107, -87.7604370117]",,41.88066101,-87.76043701
4279,65158510,6/16/15 1:25,2015,5658 N LAKE SHORE DR,20,CPD,940060,PARK/STAND ON BICYCLE PATH,N639992,IL,PAS,Chicago,IL,"5658 N LAKE SHORE DR Chicago, IL",,,,
4280,65656705,6/16/15 17:53,2015,4350 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S883866,IL,PAS,Chicago,IL,"4350 S DREXEL BLVD Chicago, IL","[41.8153266907, -87.6048278809]",,41.81532669,-87.60482788
4281,65656706,6/16/15 17:55,2015,7532 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,P576444,IL,PAS,Chicago,IL,"7532 S DREXEL BLVD Chicago, IL","[41.7579542845, -87.6029728353]",,41.75795428,-87.60297284
4282,65656707,6/16/15 17:56,2015,4610 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,K672057,IL,PAS,Chicago,IL,"4610 S DREXEL BLVD Chicago, IL","[41.810962677, -87.6048965454]",,41.81096268,-87.60489655
4283,65656708,6/16/15 17:57,2015,4848 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S329906,IL,PAS,Chicago,IL,"4848 S DREXEL BLVD Chicago, IL","[41.806672588, -87.604355514]",,41.80667259,-87.60435551
4284,65656709,6/16/15 17:56,2015,4938 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,V617747,IL,PAS,Chicago,IL,"4938 S DREXEL BLVD Chicago, IL","[41.8048744202, -87.6048812866]",,41.80487442,-87.60488129
4285,65658461,6/13/15 16:00,2015,766 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,V960481,IL,PAS,Chicago,IL,"766 E OAKWOOD Chicago, IL","[41.8227792531, -87.6077444851]",,41.82277925,-87.60774449
4286,65658462,6/13/15 19:00,2015,764 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,V165089,IL,PAS,Chicago,IL,"764 E OAKWOOD Chicago, IL","[41.8227785826, -87.6077659428]",,41.82277858,-87.60776594
4287,65808878,6/16/15 16:47,2015,5138 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,L439561,IL,PAS,Chicago,IL,"5138 W MADISON Chicago, IL","[41.8807792664, -87.7542495728]",,41.88077927,-87.75424957
4288,66011188,6/16/15 21:10,2015,5433 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E796471,IL,PAS,Chicago,IL,"5433 W MADISON ST Chicago, IL","[41.8802750856, -87.7613063157]",,41.88027509,-87.76130632
4289,66011189,6/16/15 21:10,2015,5429 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V398938,IL,PAS,Chicago,IL,"5429 W MADISON ST Chicago, IL","[41.8799514771, -87.7612686157]",,41.87995148,-87.76126862
4290,66012571,6/17/15 16:05,2015,5433 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V521692,IL,PAS,Chicago,IL,"5433 W MADISON ST Chicago, IL","[41.8802750856, -87.7613063157]",,41.88027509,-87.76130632
4291,66012792,6/16/15 20:36,2015,5353 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R825008,IL,PAS,Chicago,IL,"5353 W MADISON Chicago, IL","[41.8802784383, -87.7596694976]",,41.88027844,-87.7596695
4292,65452539,6/9/15 22:41,2015,2145 S HALSTED ST,12,CPD,940060,PARK/STAND ON BICYCLE PATH,X735926,IL,PAS,Chicago,IL,"2145 S HALSTED ST Chicago, IL","[41.8529396057, -87.646194458]",,41.85293961,-87.64619446
4293,66003659,6/17/15 11:00,2015,4044 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V929641,IL,PAS,Chicago,IL,"4044 W MADISON Chicago, IL","[41.881111145, -87.7274551392]",,41.88111115,-87.72745514
4294,66003660,6/17/15 11:02,2015,4048 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E525799,IL,PAS,Chicago,IL,"4048 W MADISON Chicago, IL","[41.8811073303, -87.7277755737]",,41.88110733,-87.72777557
4295,66012576,6/18/15 18:30,2015,5431 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E539651,IL,PAS,Chicago,IL,"5431 W MADISON ST Chicago, IL","[41.8799476624, -87.7614059448]",,41.87994766,-87.76140594
4296,66012588,6/19/15 22:40,2015,5329 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E442392,IL,PAS,Chicago,IL,"5329 W MADISON ST Chicago, IL","[41.8802831322, -87.7589627355]",,41.88028313,-87.75896274
4297,66012589,6/19/15 22:40,2015,5337 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E422311,IL,PAS,Chicago,IL,"5337 W MADISON ST Chicago, IL","[41.8799781799, -87.7590484619]",,41.87997818,-87.75904846
4298,66012633,6/19/15 23:08,2015,5159 W LAKE,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E359280,IL,PAS,Chicago,IL,"5159 W LAKE Chicago, IL","[41.8870483339, -87.7546135336]",,41.88704833,-87.75461353
4299,65781412,6/14/15 18:31,2015,6826 S HALSTED,212,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,Y732605,IL,PAS,Chicago,IL,"6826 S HALSTED Chicago, IL","[41.7700912803, -87.6446020603]",,41.77009128,-87.64460206
4300,65832331,6/19/15 20:00,2015,1100 S CANAL ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,674ASL,IN,PAS,Chicago,IL,"1100 S CANAL ST Chicago, IL","[41.8684787303, -87.6393248141]",,41.86847873,-87.63932481
4301,66046157,6/19/15 14:50,2015,2552 W 63RD ST,8,CPD,940060,PARK/STAND ON BICYCLE PATH,R221396,IL,PAS,Chicago,IL,"2552 W 63RD ST Chicago, IL","[41.7794723511, -87.6882629395]",,41.77947235,-87.68826294
4302,65656718,6/20/15 18:32,2015,4408 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,1120117B,IL,TRK,Chicago,IL,"4408 S DREXEL BLVD Chicago, IL","[41.8147648126, -87.6045244932]",,41.81476481,-87.60452449
4303,65659372,6/20/15 18:35,2015,4408 S DREXEL,2,CPD,940060,PARK/STAND ON BICYCLE PATH,R612820,IL,PAS,Chicago,IL,"4408 S DREXEL Chicago, IL","[41.8147648126, -87.6045244932]",,41.81476481,-87.60452449
4304,65659373,6/20/15 19:39,2015,4016 S DREXEL,2,CPD,940060,PARK/STAND ON BICYCLE PATH,G377588,IL,PAS,Chicago,IL,"4016 S DREXEL Chicago, IL","[41.8212047964, -87.6057133824]",,41.8212048,-87.60571338
4305,66013429,6/21/15 16:08,2015,4958 W LAKE,15,CPD,940060,PARK/STAND ON BICYCLE PATH,790R092,IL,TMP,Chicago,IL,"4958 W LAKE Chicago, IL","[41.8868156523, -87.7493450046]",,41.88681565,-87.749345
4306,66055925,6/21/15 11:35,2015,4017 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E723452,IL,PAS,Chicago,IL,"4017 W MADISON Chicago, IL","[41.8806760758, -87.7261727303]",,41.88067608,-87.72617273
4307,66055926,6/21/15 12:10,2015,4036 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S820909,IL,PAS,Chicago,IL,"4036 W MADISON Chicago, IL","[41.8811149597, -87.7271347046]",,41.88111496,-87.7271347
4308,66055927,6/21/15 12:17,2015,4024 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S900060,IL,PAS,Chicago,IL,"4024 W MADISON Chicago, IL","[41.8807632476, -87.7263450623]",,41.88076325,-87.72634506
4309,66094889,6/22/15 4:27,2015,1007 S CANAL ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V607383,IL,PAS,Chicago,IL,"1007 S CANAL ST Chicago, IL","[41.8695864826, -87.6392262429]",,41.86958648,-87.63922624
4310,65043861,6/20/15 22:00,2015,2532 W DIVISION,14,CPD,940060,PARK/STAND ON BICYCLE PATH,V531165,IL,PAS,Chicago,IL,"2532 W DIVISION Chicago, IL","[41.9030128419, -87.6909653842]",,41.90301284,-87.69096538
4311,65562310,6/23/15 11:13,2015,225 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,6566TX,IL,TXI,Chicago,IL,"225 S CANAL Chicago, IL","[41.8789480627, -87.6395172626]",,41.87894806,-87.63951726
4312,65658469,6/23/15 17:11,2015,766 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S157015,IL,PAS,Chicago,IL,"766 E OAKWOOD Chicago, IL","[41.8227792531, -87.6077444851]",,41.82277925,-87.60774449
4313,65659376,6/23/15 17:32,2015,4720 S DREXEL,2,CPD,940060,PARK/STAND ON BICYCLE PATH,R866239,IL,PAS,Chicago,IL,"4720 S DREXEL Chicago, IL","[41.8087844849, -87.6048812866]",,41.80878448,-87.60488129
4314,65908117,6/23/15 20:40,2015,2233 W DIVISION,12,CPD,940060,PARK/STAND ON BICYCLE PATH,153S220,IL,PAS,Chicago,IL,"2233 W DIVISION Chicago, IL","[41.9021492004, -87.68334198]",,41.9021492,-87.68334198
4315,65979468,6/21/15 22:24,2015,2714 W DIVISION,14,CPD,940060,PARK/STAND ON BICYCLE PATH,DU8881,IL,MCY,Chicago,IL,"2714 W DIVISION Chicago, IL","[41.9032478333, -87.6951065063]",,41.90324783,-87.69510651
4316,66012591,6/22/15 20:10,2015,5816 W LAKE ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,P685664,IL,PAS,Chicago,IL,"5816 W LAKE ST Chicago, IL","[41.8879193813, -87.7703500539]",,41.88791938,-87.77035005
4317,66018705,6/22/15 19:08,2015,4421 N BROADWAY,19,CPD,940060,PARK/STAND ON BICYCLE PATH,6134TX,IL,TXI,Chicago,IL,"4421 N BROADWAY Chicago, IL","[41.962444, -87.655212]",,41.962444,-87.655212
4318,65174961,6/17/15 17:20,2015,310 S DESPLAINES,1,CPD,940060,PARK/STAND ON BICYCLE PATH,H150040,IL,PAS,Chicago,IL,"310 S DESPLAINES Chicago, IL","[41.8777759373, -87.6440569013]",,41.87777594,-87.6440569
4319,65370900,6/27/15 12:44,2015,2331 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,F284428,IL,PAS,Chicago,IL,"2331 S STATE Chicago, IL","[41.8499794006, -87.626625061]",,41.8499794,-87.62662506
4320,65370901,6/27/15 12:45,2015,2331 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V771750,IL,PAS,Chicago,IL,"2331 S STATE Chicago, IL","[41.8499794006, -87.626625061]",,41.8499794,-87.62662506
4321,65370902,6/27/15 12:46,2015,2335 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V645631,IL,PAS,Chicago,IL,"2335 S STATE Chicago, IL","[41.8498534709, -87.6269558072]",,41.84985347,-87.62695581
4322,65370903,6/27/15 12:47,2015,2337 S STATE,1,CPD,940060,PARK/STAND ON BICYCLE PATH,V995499,IL,PAS,Chicago,IL,"2337 S STATE Chicago, IL","[41.8498380482, -87.6269551367]",,41.84983805,-87.62695514
4323,65074472,6/28/15 11:32,2015,1160 N CLARK,18,CPD,940060,PARK/STAND ON BICYCLE PATH,FAEC,IL,PAS,Chicago,IL,"1160 N CLARK Chicago, IL","[41.9035700709, -87.6315169036]",,41.90357007,-87.6315169
4324,65808880,6/25/15 18:28,2015,4811 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,E692801,IL,PAS,Chicago,IL,"4811 W MADISON Chicago, IL","[41.8804608285, -87.7456200868]",,41.88046083,-87.74562009
