,Unnamed: 0,id,ticket_num,issued,year,address,unit_num,unit_desc,violation_code,code_description,license,license_st,license_type,city,state,location
3922,3922,3923,56705767,11/27/13 12:16,2013,275 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,488TX,IL,HCP,Chicago,IL,"275 S CANAL Chicago, IL"
3923,3923,3924,61810694,12/23/12 16:40,2012,225 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,3229TX,IL,TXI,Chicago,IL,"225 S CANAL Chicago, IL"
3924,3924,3925,61810695,12/27/12 16:05,2012,225 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,694TX,IL,TXI,Chicago,IL,"225 S CANAL Chicago, IL"
3925,3925,3926,61810696,12/27/12 16:05,2012,225 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,54TX,IL,TXI,Chicago,IL,"225 S CANAL Chicago, IL"
3926,3926,3927,61810701,12/29/12 14:10,2012,225 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,6066TX,IL,TXI,Chicago,IL,"225 S CANAL Chicago, IL"
3927,3927,3928,61810704,12/29/12 16:55,2012,225 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,4120TX,IL,TXI,Chicago,IL,"225 S CANAL Chicago, IL"
3928,3928,3929,62501681,11/1/13 10:55,2013,225 S CANAL,494,CPD,940060,PARK/STAND ON BICYCLE PATH,495UQ,IN,PAS,Chicago,IL,"225 S CANAL Chicago, IL"
3929,3929,3930,62501825,11/28/13 13:45,2013,225 S CANAL ST,494,CPD,940060,PARK/STAND ON BICYCLE PATH,L928072,IL,PAS,Chicago,IL,"225 S CANAL ST Chicago, IL"
3930,3930,3931,64250800,4/11/14 12:30,2014,220 E RANDOLPH,211,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,2937TX,IL,TXI,Chicago,IL,"220 E RANDOLPH Chicago, IL"
3931,3931,3932,64513707,4/10/14 15:09,2014,9148 S VINCENENS,22,CPD,940060,PARK/STAND ON BICYCLE PATH,R999329,IL,PAS,Chicago,IL,"9148 S VINCENENS Chicago, IL"
3932,3932,3933,64660379,4/12/14 22:55,2014,5146 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V143244,IL,PAS,Chicago,IL,"5146 W MADISON Chicago, IL"
3933,3933,3934,64728302,4/12/14 15:23,2014,5125 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R691932,IL,PAS,Chicago,IL,"5125 W MADISON Chicago, IL"
3934,3934,3935,64729081,4/13/14 16:40,2014,5138 W MADISON ST,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R418606,IA,PAS,Chicago,IL,"5138 W MADISON ST Chicago, IL"
3935,3935,3936,64623764,3/25/14 20:46,2014,361 W KINZIE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,L615134,IL,PAS,Chicago,IL,"361 W KINZIE Chicago, IL"
3936,3936,3937,64443976,4/5/14 13:42,2014,4152 W MADISON,413,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,PMX7362,GA,PAS,Chicago,IL,"4152 W MADISON Chicago, IL"
3937,3937,3938,64443986,4/6/14 11:39,2014,4146 W MADISON,213,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,P129410,IL,PAS,Chicago,IL,"4146 W MADISON Chicago, IL"
3938,3938,3939,64612404,4/9/14 18:13,2014,754 E OAKWOOD BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,N556038,IL,PAS,Chicago,IL,"754 E OAKWOOD BLVD Chicago, IL"
3939,3939,3940,64612405,4/9/14 18:15,2014,754 E OAKWOOD BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S690234,IL,PAS,Chicago,IL,"754 E OAKWOOD BLVD Chicago, IL"
3940,3940,3941,64612406,4/9/14 18:17,2014,750 E OAKWOOD BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,K398046,IL,PAS,Chicago,IL,"750 E OAKWOOD BLVD Chicago, IL"
3941,3941,3942,64368319,4/12/14 12:00,2014,75 S DESPLAINES,1,CPD,940060,PARK/STAND ON BICYCLE PATH,H336308,IL,PAS,Chicago,IL,"75 S DESPLAINES Chicago, IL"
3942,3942,3943,64627654,4/16/14 12:35,2014,69 E GRAND,18,CPD,940060,PARK/STAND ON BICYCLE PATH,290TX,IL,TXI,Chicago,IL,"69 E GRAND Chicago, IL"
3943,3943,3944,64364603,7/1/14 18:49,2014,1103 S CANAL,1,CPD,940060,PARK/STAND ON BICYCLE PATH,7904322,IL,PAS,Chicago,IL,"1103 S CANAL Chicago, IL"
3944,3944,3945,64906706,7/7/14 22:27,2014,3839 W DIVERSEY,25,CPD,940060,PARK/STAND ON BICYCLE PATH,S145200,IL,PAS,Chicago,IL,"3839 W DIVERSEY Chicago, IL"
3945,3945,3946,64946297,7/7/14 14:10,2014,4558 N BROADWAY,19,CPD,940060,PARK/STAND ON BICYCLE PATH,R470946,IL,PAS,Chicago,IL,"4558 N BROADWAY Chicago, IL"
3946,3946,3947,64956745,7/3/14 18:50,2014,5355 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V489076,IL,PAS,Chicago,IL,"5355 W MADISON Chicago, IL"
3947,3947,3948,64956746,7/3/14 18:16,2014,5337 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,X128998,IL,PAS,Chicago,IL,"5337 W MADISON Chicago, IL"
3948,3948,3949,65009089,7/6/14 11:05,2014,68 E GRAND AVE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,4376TX,IL,TXI,Chicago,IL,"68 E GRAND AVE Chicago, IL"
3949,3949,3950,65009090,7/6/14 11:06,2014,68 E GRAND,18,CPD,940060,PARK/STAND ON BICYCLE PATH,3174TX,IL,TXI,Chicago,IL,"68 E GRAND Chicago, IL"
3950,3950,3951,65009091,7/6/14 11:07,2014,70 E GRAND AVE,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2167TX,IL,TXI,Chicago,IL,"70 E GRAND AVE Chicago, IL"
3951,3951,3952,64616111,7/4/14 15:03,2014,4001 S LAKE SHORE DR,2,CPD,940060,PARK/STAND ON BICYCLE PATH,R433864,IL,PAS,Chicago,IL,"4001 S LAKE SHORE DR Chicago, IL"
3952,3952,3953,64736932,7/8/14 18:45,2014,764 E OAKWOOD BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,L659036,IL,PAS,Chicago,IL,"764 E OAKWOOD BLVD Chicago, IL"
3953,3953,3954,64736933,7/8/14 18:55,2014,772 E OAKWOOD BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,N763788,IL,PAS,Chicago,IL,"772 E OAKWOOD BLVD Chicago, IL"
3954,3954,3955,64811228,7/8/14 23:15,2014,1700 S SACRAMENTO,11,CPD,940060,PARK/STAND ON BICYCLE PATH,757TUZ,IL,PAS,Chicago,IL,"1700 S SACRAMENTO Chicago, IL"
3955,3955,3956,64614532,6/9/14 18:30,2014,744 E OAKWOOD,11,CPD,940060,PARK/STAND ON BICYCLE PATH,9918,IL,PAS,Chicago,IL,"744 E OAKWOOD Chicago, IL"
3956,3956,3957,65043105,7/9/14 19:38,2014,2122 N MILWAUKEE,14,CPD,940060,PARK/STAND ON BICYCLE PATH,R694609,IL,PAS,Chicago,IL,"2122 N MILWAUKEE Chicago, IL"
3957,3957,3958,64805578,7/12/14 18:25,2014,4436 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V555759,IL,PAS,Chicago,IL,"4436 W MADISON Chicago, IL"
3958,3958,3959,64978190,7/11/14 21:25,2014,3305 W WARREN,413,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,S957943,IL,PAS,Chicago,IL,"3305 W WARREN Chicago, IL"
3959,3959,3960,64978191,7/12/14 21:10,2014,3305 W WARREN,413,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,S957943,IL,PAS,Chicago,IL,"3305 W WARREN Chicago, IL"
3960,3960,3961,65043079,7/11/14 10:53,2014,2844 N KEDZIE,14,CPD,940060,PARK/STAND ON BICYCLE PATH,7302WB,IL,TRK,Chicago,IL,"2844 N KEDZIE Chicago, IL"
3961,3961,3962,65081310,7/13/14 20:02,2014,5045 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R435211,IL,PAS,Chicago,IL,"5045 W MADISON Chicago, IL"
3962,3962,3963,64620081,7/7/14 20:58,2014,5211 S KING DRIVE,2,CPD,940060,PARK/STAND ON BICYCLE PATH,KN2216,IL,PAS,Chicago,IL,"5211 S KING DRIVE Chicago, IL"
3963,3963,3964,64744882,7/10/14 20:20,2014,750 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S263483,IL,PAS,Chicago,IL,"750 E OAKWOOD Chicago, IL"
3964,3964,3965,64771519,7/15/14 9:12,2014,3607 W DOUGLAS BLVD,10,CPD,940060,PARK/STAND ON BICYCLE PATH,H187028,IL,PAS,Chicago,IL,"3607 W DOUGLAS BLVD Chicago, IL"
3965,3965,3966,64891266,7/14/14 18:37,2014,8234 S SOUTH SHORE,4,CPD,940060,PARK/STAND ON BICYCLE PATH,S974574,IL,PAS,Chicago,IL,"8234 S SOUTH SHORE Chicago, IL"
3966,3966,3967,65034229,7/5/14 21:42,2014,4233 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,H172272,IL,PAS,Chicago,IL,"4233 W MADISON Chicago, IL"
3967,3967,3968,65105987,7/17/14 10:58,2014,4443 W BROADWAY,19,CPD,940060,PARK/STAND ON BICYCLE PATH,401R562,IL,TMP,Chicago,IL,"4443 W BROADWAY Chicago, IL"
3968,3968,3969,65105988,7/17/14 14:16,2014,4631 N BROADWAY,19,CPD,940060,PARK/STAND ON BICYCLE PATH,S676755,IL,PAS,Chicago,IL,"4631 N BROADWAY Chicago, IL"
3969,3969,3970,65105990,7/17/14 14:21,2014,4615 N BROADWAY,19,CPD,940060,PARK/STAND ON BICYCLE PATH,V782598,IL,PAS,Chicago,IL,"4615 N BROADWAY Chicago, IL"
3970,3970,3971,64985390,7/13/14 16:17,2014,7631 W TOUHY,24,CPD,940060,PARK/STAND ON BICYCLE PATH,DF5303,IL,MCY,Chicago,IL,"7631 W TOUHY Chicago, IL"
3971,3971,3972,65001165,7/17/14 12:30,2014,308 S DESPLAINES,1,CPD,940060,PARK/STAND ON BICYCLE PATH,81EE76,IL,PAS,Chicago,IL,"308 S DESPLAINES Chicago, IL"
3972,3972,3973,65009093,7/13/14 11:11,2014,68 E GRAND,18,CPD,940060,PARK/STAND ON BICYCLE PATH,4651TX,IL,TXI,Chicago,IL,"68 E GRAND Chicago, IL"
3973,3973,3974,65081622,7/18/14 22:30,2014,5146 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,7524301,IL,PAS,Chicago,IL,"5146 W MADISON Chicago, IL"
3974,3974,3975,65082086,7/20/14 0:10,2014,4235 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,K837603,IL,PAS,Chicago,IL,"4235 W MADISON Chicago, IL"
3975,3975,3976,64532332,7/21/14 18:13,2014,5658 S DAMEN,412,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,S777372,IL,PAS,Chicago,IL,"5658 S DAMEN Chicago, IL"
3976,3976,3977,64660001,7/1/14 10:30,2014,5146 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R991398,IL,PAS,Chicago,IL,"5146 W MADISON Chicago, IL"
3977,3977,3978,64744885,7/18/14 17:40,2014,748 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,A638139,IL,PAS,Chicago,IL,"748 E OAKWOOD Chicago, IL"
3978,3978,3979,64744886,7/18/14 17:42,2014,750 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,R535147,IL,PAS,Chicago,IL,"750 E OAKWOOD Chicago, IL"
3979,3979,3980,64746934,7/18/14 20:26,2014,5505 S PAYNE DRIVE,2,CPD,940060,PARK/STAND ON BICYCLE PATH,4974941,IL,PAS,Chicago,IL,"5505 S PAYNE DRIVE Chicago, IL"
3980,3980,3981,64746936,7/18/14 20:32,2014,5509 S PAYNE DRIVE,2,CPD,940060,PARK/STAND ON BICYCLE PATH,PUB36,IL,PAS,Chicago,IL,"5509 S PAYNE DRIVE Chicago, IL"
3981,3981,3982,64746937,7/18/14 20:34,2014,5509 S PAYNE DRIVE,2,CPD,940060,PARK/STAND ON BICYCLE PATH,N659708,IL,PAS,Chicago,IL,"5509 S PAYNE DRIVE Chicago, IL"
3982,3982,3983,64982985,7/20/14 14:35,2014,4040 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,V606028,IL,PAS,Chicago,IL,"4040 W MADISON Chicago, IL"
3983,3983,3984,65032112,7/15/14 17:15,2014,1231 S INDEPENDENCE BLVD,10,CPD,940060,PARK/STAND ON BICYCLE PATH,X771413,IL,PAS,Chicago,IL,"1231 S INDEPENDENCE BLVD Chicago, IL"
3984,3984,3985,65081739,7/21/14 17:54,2014,5425 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V455293,IL,PAS,Chicago,IL,"5425 W MADISON Chicago, IL"
3985,3985,3986,65023037,7/22/14 21:50,2014,3654 W DOUGLAS BLVD,10,CPD,940060,PARK/STAND ON BICYCLE PATH,R218095,IL,PAS,Chicago,IL,"3654 W DOUGLAS BLVD Chicago, IL"
3986,3986,3987,64852739,7/28/14 10:34,2014,368 N CLINTON ST,12,CPD,940060,PARK/STAND ON BICYCLE PATH,5797570,IL,PAS,Chicago,IL,"368 N CLINTON ST Chicago, IL"
3987,3987,3988,64403220,7/23/14 17:23,2014,5400 S HALSTED,9,CPD,940060,PARK/STAND ON BICYCLE PATH,S232810,IL,TRK,Chicago,IL,"5400 S HALSTED Chicago, IL"
3988,3988,3989,64743717,7/26/14 20:48,2014,3324 W 26TH,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S237246,IL,PAS,Chicago,IL,"3324 W 26TH Chicago, IL"
3989,3989,3990,64832423,7/27/14 17:39,2014,300 E 31ST ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,390AXZ,MN,PAS,Chicago,IL,"300 E 31ST ST Chicago, IL"
3990,3990,3991,64832424,7/27/14 17:43,2014,222 E 31ST ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,NNM6524,VA,PAS,Chicago,IL,"222 E 31ST ST Chicago, IL"
3991,3991,3992,64979549,7/17/14 13:38,2014,4258 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,456R917,IL,TMP,Chicago,IL,"4258 W MADISON Chicago, IL"
3992,3992,3993,64980645,7/26/14 21:14,2014,4235 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,3895861,IL,PAS,Chicago,IL,"4235 W MADISON Chicago, IL"
3993,3993,3994,64980646,7/26/14 21:12,2014,4231 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,N207522,IL,PAS,Chicago,IL,"4231 W MADISON Chicago, IL"
3994,3994,3995,64980647,7/26/14 21:16,2014,4211 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S221283,IL,PAS,Chicago,IL,"4211 W MADISON Chicago, IL"
3995,3995,3996,64998927,7/25/14 12:45,2014,734 S DEARBORN,1,CPD,940060,PARK/STAND ON BICYCLE PATH,L932789,IL,PAS,Chicago,IL,"734 S DEARBORN Chicago, IL"
3996,3996,3997,65000240,7/25/14 13:11,2014,22 S JEFFERON,1,CPD,940060,PARK/STAND ON BICYCLE PATH,1754EL,IL,PAS,Chicago,IL,"22 S JEFFERON Chicago, IL"
3997,3997,3998,65000487,7/25/14 12:43,2014,730 S DEARBORN,1,CPD,940060,PARK/STAND ON BICYCLE PATH,R433083,IL,PAS,Chicago,IL,"730 S DEARBORN Chicago, IL"
3998,3998,3999,65022974,7/25/14 0:58,2014,2312 W BLUE ISLAND,10,CPD,940060,PARK/STAND ON BICYCLE PATH,S732370,IL,PAS,Chicago,IL,"2312 W BLUE ISLAND Chicago, IL"
3999,3999,4000,65116575,7/26/14 14:26,2014,1101 S CANAL ST,1,CPD,940060,PARK/STAND ON BICYCLE PATH,A385341,IL,PAS,Chicago,IL,"1101 S CANAL ST Chicago, IL"
4000,4000,4001,64415797,7/18/14 8:17,2014,225 S CANAL ST,494,CPD,940060,PARK/STAND ON BICYCLE PATH,8660LY,IL,LIV,Chicago,IL,"225 S CANAL ST Chicago, IL"
4001,4001,4002,64748780,7/27/14 16:15,2014,1332 E 50TH ST,2,CPD,940060,PARK/STAND ON BICYCLE PATH,WMP7150,VA,PAS,Chicago,IL,"1332 E 50TH ST Chicago, IL"
4002,4002,4003,64748781,7/27/14 16:15,2014,1332 E 50TH ST,2,CPD,940060,PARK/STAND ON BICYCLE PATH,R904317,IL,PAS,Chicago,IL,"1332 E 50TH ST Chicago, IL"
4003,4003,4004,65009096,7/25/14 9:45,2014,530 N RUSH,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6244TX,IL,TXI,Chicago,IL,"530 N RUSH Chicago, IL"
4004,4004,4005,65110547,8/4/14 16:56,2014,3301 W WARREN,11,CPD,940060,PARK/STAND ON BICYCLE PATH,P257805,IL,PAS,Chicago,IL,"3301 W WARREN Chicago, IL"
4005,4005,4006,65112628,8/3/14 14:20,2014,4233 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R173653,IL,PAS,Chicago,IL,"4233 W MADISON Chicago, IL"
4006,4006,4007,64746266,8/1/14 22:10,2014,4921 S DREXEL BLVD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,V134474,IL,PAS,Chicago,IL,"4921 S DREXEL BLVD Chicago, IL"
4007,4007,4008,64983005,8/1/14 12:32,2014,4119 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,P484643,IL,PAS,Chicago,IL,"4119 W MADISON Chicago, IL"
4008,4008,4009,64556195,8/6/14 20:55,2014,628 W 26TH ST,9,CPD,940060,PARK/STAND ON BICYCLE PATH,L277278,IL,PAS,Chicago,IL,"628 W 26TH ST Chicago, IL"
4009,4009,4010,64368265,8/11/14 7:45,2014,20 S DEARBORN,1,CPD,940060,PARK/STAND ON BICYCLE PATH,P882859,IL,PAS,Chicago,IL,"20 S DEARBORN Chicago, IL"
4010,4010,4011,64864012,8/11/14 9:37,2014,1610 W NORTH AVE,14,CPD,940060,PARK/STAND ON BICYCLE PATH,944TX,IL,TXI,Chicago,IL,"1610 W NORTH AVE Chicago, IL"
4011,4011,4012,64697642,8/10/14 18:31,2014,3711 E 100TH ST,4,CPD,940060,PARK/STAND ON BICYCLE PATH,H996280,IL,PAS,Chicago,IL,"3711 E 100TH ST Chicago, IL"
4012,4012,4013,65083372,8/11/14 21:35,2014,5148 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V145224,IL,PAS,Chicago,IL,"5148 W MADISON Chicago, IL"
4013,4013,4014,65083373,8/11/14 21:37,2014,5146 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,466R569,IL,TMP,Chicago,IL,"5146 W MADISON Chicago, IL"
4014,4014,4015,65083827,8/11/14 21:34,2014,5150 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S727128,IL,PAS,Chicago,IL,"5150 W MADISON Chicago, IL"
4015,4015,4016,65083828,8/12/14 23:40,2014,5101 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R935560,IL,PAS,Chicago,IL,"5101 W MADISON Chicago, IL"
4016,4016,4017,64745644,8/14/14 17:10,2014,756 E OAKWOOD,2,CPD,940060,PARK/STAND ON BICYCLE PATH,S208066,IL,PAS,Chicago,IL,"756 E OAKWOOD Chicago, IL"
4017,4017,4018,65082094,8/1/14 22:48,2014,5050 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,443R576,IL,TMP,Chicago,IL,"5050 W MADISON Chicago, IL"
4018,4018,4019,65082095,8/1/14 22:55,2014,5146 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,A334981,IL,PAS,Chicago,IL,"5146 W MADISON Chicago, IL"
4019,4019,4020,65084207,8/8/14 21:27,2014,5353 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S191729,IL,PAS,Chicago,IL,"5353 W MADISON Chicago, IL"
4020,4020,4021,65084209,8/8/14 21:33,2014,5353 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R341175,IL,PAS,Chicago,IL,"5353 W MADISON Chicago, IL"
4021,4021,4022,64980651,8/16/14 21:06,2014,3600 W SCHRADER DR,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R633247,IL,PAS,Chicago,IL,"3600 W SCHRADER DR Chicago, IL"
4022,4022,4023,65111969,6/16/14 12:03,2014,4031 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,A724693,IL,PAS,Chicago,IL,"4031 W MADISON Chicago, IL"
4023,4023,4024,65111971,8/16/14 12:23,2014,4034 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,S951155,IL,PAS,Chicago,IL,"4034 W MADISON Chicago, IL"
4024,4024,4025,65111972,8/10/14 12:28,2014,4031 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R311672,IL,PAS,Chicago,IL,"4031 W MADISON Chicago, IL"
4025,4025,4026,65111976,8/16/14 14:08,2014,4031 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,N892805,IL,PAS,Chicago,IL,"4031 W MADISON Chicago, IL"
4026,4026,4027,65115045,8/13/14 17:37,2014,433 W HARRISON,1,CPD,940060,PARK/STAND ON BICYCLE PATH,8631772,IL,PAS,Chicago,IL,"433 W HARRISON Chicago, IL"
4027,4027,4028,64956407,7/2/14 13:55,2014,5142 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S137313,IL,PAS,Chicago,IL,"5142 W MADISON Chicago, IL"
4028,4028,4029,65083374,8/14/14 17:18,2014,5148 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V226375,IL,PAS,Chicago,IL,"5148 W MADISON Chicago, IL"
4029,4029,4030,65086821,8/16/14 22:30,2014,5300 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,K109030,IL,PAS,Chicago,IL,"5300 W MADISON Chicago, IL"
4030,4030,4031,65073755,8/18/14 10:00,2014,70 E GRAND,18,CPD,940060,PARK/STAND ON BICYCLE PATH,3046TX,IL,PAS,Chicago,IL,"70 E GRAND Chicago, IL"
4031,4031,4032,65073756,8/18/14 10:15,2014,70 E GRAND,18,CPD,940060,PARK/STAND ON BICYCLE PATH,2580TX,IL,PAS,Chicago,IL,"70 E GRAND Chicago, IL"
4032,4032,4033,64544432,8/21/14 18:51,2014,624 W 26THS T,9,CPD,940060,PARK/STAND ON BICYCLE PATH,S817435,IL,PAS,Chicago,IL,"624 W 26THS T Chicago, IL"
4033,4033,4034,64980652,8/19/14 17:28,2014,4244 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,500R049,IL,TMP,Chicago,IL,"4244 W MADISON Chicago, IL"
4034,4034,4035,65048179,8/24/14 20:40,2014,2031 S HALSTED,12,CPD,940060,PARK/STAND ON BICYCLE PATH,K630432,IL,PAS,Chicago,IL,"2031 S HALSTED Chicago, IL"
4035,4035,4036,65083836,8/20/14 18:14,2014,5200 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V394000,IL,PAS,Chicago,IL,"5200 W MADISON Chicago, IL"
4036,4036,4037,65087863,8/19/14 20:46,2014,5433 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,3548668,IL,PAS,Chicago,IL,"5433 W MADISON Chicago, IL"
4037,4037,4038,65089271,8/6/14 20:51,2014,5144 W MDISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,G375714,IL,PAS,Chicago,IL,"5144 W MDISON Chicago, IL"
4038,4038,4039,65089272,8/6/14 14:27,2014,5124 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,S914065,IL,PAS,Chicago,IL,"5124 W MADISON Chicago, IL"
4039,4039,4040,65089300,8/23/14 14:49,2014,5148 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,329R899,IL,TMP,Chicago,IL,"5148 W MADISON Chicago, IL"
4040,4040,4041,65099505,8/10/14 11:18,2014,1233 N WELLS,18,CPD,940060,PARK/STAND ON BICYCLE PATH,A761948,IL,PAS,Chicago,IL,"1233 N WELLS Chicago, IL"
4041,4041,4042,65108993,8/19/14 20:41,2014,4129 W MADISON,11,CPD,940060,PARK/STAND ON BICYCLE PATH,MARA92,AL,PAS,Chicago,IL,"4129 W MADISON Chicago, IL"
4042,4042,4043,64562454,8/27/14 21:34,2014,637 W 26TH ST,9,CPD,940060,PARK/STAND ON BICYCLE PATH,V870880,IL,PAS,Chicago,IL,"637 W 26TH ST Chicago, IL"
4043,4043,4044,65038829,8/27/14 20:54,2014,3732 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,R215643,IL,PAS,Chicago,IL,"3732 W JACKSON Chicago, IL"
4044,4044,4045,65038830,8/27/14 19:50,2014,3732 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,N135116,IL,PAS,Chicago,IL,"3732 W JACKSON Chicago, IL"
4045,4045,4046,65038831,8/27/14 19:50,2014,3734 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,S223702,IL,PAS,Chicago,IL,"3734 W JACKSON Chicago, IL"
4046,4046,4047,65038832,8/27/14 19:50,2014,3734 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,V809608,IL,PAS,Chicago,IL,"3734 W JACKSON Chicago, IL"
4047,4047,4048,65038833,8/27/14 19:51,2014,3736 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,K963626,IL,PAS,Chicago,IL,"3736 W JACKSON Chicago, IL"
4048,4048,4049,65038834,8/27/14 19:57,2014,3736 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,S841683,IL,PAS,Chicago,IL,"3736 W JACKSON Chicago, IL"
4049,4049,4050,65038835,8/27/14 19:51,2014,3738 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,R453257,IL,PAS,Chicago,IL,"3738 W JACKSON Chicago, IL"
4050,4050,4051,65038836,8/27/14 19:51,2014,3738 W JACKSON,25,CPD,940060,PARK/STAND ON BICYCLE PATH,R776617,IL,PAS,Chicago,IL,"3738 W JACKSON Chicago, IL"
4051,4051,4052,65087886,8/21/14 18:54,2014,5234 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,V816893,IL,PAS,Chicago,IL,"5234 W MADISON Chicago, IL"
4052,4052,4053,65207951,8/23/14 18:15,2014,5130 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,22093UB,IL,TRK,Chicago,IL,"5130 W MADISON Chicago, IL"
4053,4053,4054,64842016,8/31/14 16:03,2014,1301 W WASHINGTON,12,CPD,940060,PARK/STAND ON BICYCLE PATH,DDW8055,MI,PAS,Chicago,IL,"1301 W WASHINGTON Chicago, IL"
4054,4054,4055,65207621,8/28/14 13:43,2014,4234 W MADISON,15,CPD,940060,PARK/STAND ON BICYCLE PATH,N133259,IL,PAS,Chicago,IL,"4234 W MADISON Chicago, IL"
4055,4055,4056,64368266,9/4/14 11:15,2014,2200 N DEARBORN,1,CPD,940060,PARK/STAND ON BICYCLE PATH,196763D,IL,PAS,Chicago,IL,"2200 N DEARBORN Chicago, IL"
4056,4056,4057,64998098,9/3/14 8:19,2014,210 S DESPLAINES,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S477090,IL,PAS,Chicago,IL,"210 S DESPLAINES Chicago, IL"
